Date,Time,District Description,Address,Address 2,City,State,ZIP,Confirmation?
"Friday, March 20, 2026",4:30pm - 6:30pm,,10001 Telegraph Rd,,Redford,MI,48239,
"Friday, March 20, 2026",4:30pm - 6:30pm,,163 N Telegraph Rd,,Waterford,MI,48328,
"Saturday, March 21, 2026",4pm - 6pm,,6865 Michigan Ave,,Detroit,MI,48210,
"Saturday, March 21, 2026",12 - 2pm,,17724 Frazho Rd,,Roseville,MI,48066,
"Saturday, March 21, 2026",12 - 2pm,,5845 W Vernor Hwy,,Detroit,MI,48209,
"Saturday, March 21, 2026",12 - 2pm,,12730 W 7 Mile Rd,Unit A,Detroit,MI,48235,
"Friday, February 27, 2026",4pm - 6pm,,4732 Marigold Ave,,Kissimmee,FL,34758,
"Saturday, February 28, 2026",12 - 2pm,,1270 N Wickham Rd,11,Melbourne,FL,32935,
"Friday, March 6, 2026",4pm - 6pm,,1428 N Woodland Blvd,130-007,Deland,FL,32720,
"Saturday, March 7, 2026",4pm - 6pm,,3665 S Orlando Dr,,Sanford,FL,32773,
"Friday, March 13, 2026",4pm - 6pm,,240 Kersey St,,Davenport,FL,33897,
"Saturday, March 14, 2026",12 - 2pm,,1235 Providence Blvd,13,Deltona,FL,32725,
"Friday, March 6, 2026",3-5pm,,7420 N Beach St,224,Fort Worth,TX,76137,
"Saturday, March 14, 2026",12-2pm,,320 S Nursery Rd,,Irving,TX,75060,
"Friday, March 20, 2026",3-5pm,,2625 Old Denton Rd,,Carrollton,TX,75007,
"Saturday, March 14, 2026",5-7pm,,3200 S Lancaster Rd,760,Dallas,TX,75216,
"Saturday, March 14, 2026",12-2pm,,800 Ross Ave,Ste 180,Dallas,TX,75202,
"Saturday, March 14, 2026",5-7pm,,3012 Inwood Rd,C,Dallas,TX,75235,
"Saturday, March 7, 2026",5-7pm,,7812 Lake June Rd,100,Dallas,TX,75217,
"Friday, March 6, 2026",3-5pm,,4330 Gannon Ln,C,Dallas,TX,75237,
"Friday, March 13, 2026",3-5pm,,712 W Pipeline Rd,,Hurst,TX,76053,
"Friday, March 20, 2026",3-5pm,,11055 Dennis Rd,23,Dallas,TX,75229,
"Saturday, March 7, 2026",12-2pm,,11361 Mccree Rd,130,Dallas,TX,75238,
"Saturday, March 7, 2026",5-7pm,,1433 W Kingsley Rd,103,Garland,TX,75044,
"Friday, February 27, 2026",3-5pm,,1450 W Pleasant Run Rd,Suite 108,Lancaster,TX,75146,
"Saturday, March 7, 2026",12-2pm,,10325 Lake June Rd,,Dallas,TX,75217,
"Saturday, March 21, 2026",12-2pm,,9009 Bruton Rd,,Dallas,TX,75217,
"Saturday, February 28, 2026",12-2pm,,541 W Jefferson Blvd,,Dallas,TX,75208,
"Friday, March 6, 2026",3-5pm,,3551 N Belt Line Rd,,Irving,TX,75062,
"Saturday, March 7, 2026",12-2pm,,4025 E Belknap St,B,Haltom City,TX,76111,
"Friday, March 13, 2026",3-5pm,,6306 Meadowbrook Dr,,Fort Worth,TX,76112,
"Saturday, March 21, 2026",11am-1pm,,805 N Belt Line Rd,,Irving,TX,75061,
"Saturday, February 28, 2026",5-7pm,,200 W Jefferson Blvd,Unit A,Dallas,TX,75208,
"Saturday, March 14, 2026",12-2pm,,3939 S Polk St,202,Dallas,TX,75224,
"Friday, February 27, 2026",3-5pm,,3731 State Hwy 31 W,Suite D,Corsicana,TX,75110,
"Friday, March 20, 2026",3-5pm,,6155 Samuell Blvd,120,Dallas,TX,75228,
"Saturday, March 14, 2026",5-7pm,,2223 Singleton Blvd,,Dallas,TX,75212,
"Saturday, March 7, 2026",5-7pm,,3530 Denton Hwy,,Haltom City,TX,76117,
"Saturday, March 21, 2026",4-6pm,,1816 W Irving Blvd,,Irving,TX,75061,
"Friday, March 13, 2026",3-5pm,,2000 E Pioneer Pkwy,300,Arlington,TX,76010,
"Saturday, February 28, 2026",5-7pm,,433 E Pioneer Pkwy,Suite A,Grand Prairie,TX,75051,
"Saturday, February 28, 2026",12-2pm,,817 W Pioneer Pkwy,,Grand Prairie,TX,75051,
"Saturday, February 28, 2026",12 - 2pm,,11902 Jones Rd,E,Houston,TX,77070,
"Friday, February 27, 2026",3-5pm,,23607 Kelly Joe Smith Rd,Suite A,Porter,TX,77365,
"Saturday, March 14, 2026",5-7pm,,3341 Telephone Rd,Suite 112,Houston,TX,77023,
"Saturday, February 28, 2026",12-2pm,,850 Grand Ave,,Bacliff,TX,77518,
"Friday, March 6, 2026",3-5pm,,1213 N Velasco St,,Angleton,TX,77515,
"Saturday, March 21, 2026",12 - 2pm,,20851 FM 1485 Rd,,New Caney,TX,77357,
"Saturday, March 7, 2026",12-2pm,,8030 Fm 1765,Suite B-102,Texas City,TX,77591,
"Saturday, March 14, 2026",12-2pm,,5819 Gulf Fwy,Unit 19-400,Houston,TX,77023,
"Saturday, February 21, 2026",12-2pm,,1417 West Mount Houston Rd,,Houston,TX,77038,
"Saturday, March 7, 2026",12-2pm,,11818 Airline Dr,Suite K,Houston,TX,77037,
"Saturday, March 21, 2026",5-7pm,,20203 FM 1485 Rd,,New Caney,TX,77357,
"Friday, March 6, 2026",3-5pm,,951 Rollingbrook Dr,Suite 1,Baytown,TX,77521,
"Saturday, February 28, 2026",5-7pm,,12922 Willow Chase Dr,,Houston,TX,77070,
"Saturday, March 21, 2026",12 - 2pm,,3708 Gulfway Dr,A,Port Arthur,TX,77642,
"Saturday, March 21, 2026",5-7pm,,4700 Highway 365,Suite E,Port Arthur,TX,77642,
"Friday, February 20, 2026",3-5pm,,12100 Veterans Memorial Dr,Suite J,Houston,TX,77067,
"Friday, March 6, 2026",3-5pm,,320 W Rankin Rd,Suite D,Houston,TX,77090,
"Friday, March 6, 2026",3-5pm,,31315 Fm 2920,Suite 23,Waller,TX,77484,
"Friday, March 6, 2026",3-5pm,,13158 Veterans Memorial Dr,,Houston,TX,77014,
"Friday, February 20, 2026",3 - 5pm,,4765 FM 1960 Rd W,Suite B,Houston,TX,77069,
"Friday, February 27, 2026",3 - 5pm,,13819 Cypress North Houston Rd,,Cypress,TX,77429,
"Friday, March 13, 2026",3-5pm,,10769 Eastex Fwy Rd,Suite J,Houston,TX,77093,
"Friday, March 13, 2026",3-5pm,,2765 Washington Blvd,,Beaumont,TX,77705,
"Saturday, March 7, 2026",12-2pm,,1001 Richey St,Suite A,Pasadena,TX,77506,
"Saturday, March 7, 2026",5-7pm,,1209 Main Street,Suite D/e,Pasadena,TX,77506,
"Friday, March 13, 2026",3-5pm,,2303 N Main St,,Liberty,TX,77575,
"Saturday, March 14, 2026",5-7pm,,1401 Spencer Hwy,,South Houston,TX,77587,
"Friday, February 27, 2026",3-5pm,,3970 Eastex Fwy,,Beaumont,TX,77703,
"Saturday, March 14, 2026",12-2pm,,2867 S Richey St,,Houston,TX,77017,
"Saturday, March 14, 2026",5-7pm,,2619 Red Bluff Rd,Suite 130,Pasadena,TX,77506,
"Saturday, March 21, 2026",12 - 2pm,,3703a Aldine Mail Rte,,Houston,TX,77039,
"Saturday, March 21, 2026",5-7pm,,5186 Aldine Mail Rte Rd,,Houston,TX,77039,
"Friday, March 6, 2026",3-5pm,,5815 Lockwood Dr,Ste B,Houston,TX,77026,
"Saturday, March 7, 2026",5-7pm,,11014 Airline Dr,,Houston,TX,77037,
"Friday, March 13, 2026",3-5pm,,7050 Bissonnet St,,Houston,TX,77074,
"Friday, March 13, 2026",5-7pm,,10868 Beechnut St,,Houston,TX,77072,
"Friday, March 20, 2026",3-5pm,,7413 Airline Dr,Suite 300,Houston,TX,77076,
"Friday, March 20, 2026",3-5pm,,10868 W Bellfort Ave,,Houston,TX,77099,
"Friday, February 27, 2026",3-5pm,,2803 7th St,,Bay City,TX,77414,
"Saturday, March 14, 2026",12 -2pm,,2225 Southmore Ave,#2225,Pasadena,TX,77502,
"Friday, March 20, 2026",3-5pm,,3602 Avenue H,,Rosenberg,TX,77471,
"Friday, March 20, 2026",3-5pm,,2404 Greenhouse Rd,Suite A,Houston,TX,77084,
"Saturday, February 28, 2026",5-7pm,,3330 Hillcroft St,Suite E,Houston,TX,77057,
"Saturday, March 14, 2026",12-2pm,,8610 Irvington Blvd,A,Houston,TX,77022,
"Friday, March 13, 2026",3-5pm,,6855 S Gessner Rd,,Houston,TX,77036,
"Saturday, February 21, 2026",12 - 2pm,,1103-b S Mason Rd,,Katy,TX,77450,
"Saturday, February 28, 2026",12-2pm,,5730 Chimney Rock Road,,Houston,TX,77081,
"Saturday, March 7, 2026",12-2pm,,6608 Highway 6 N,,Houston,TX,77084,
"Friday, March 20, 2026",3-5pm,,12303 Westheimer Rd,Suite D,Houston,TX,77077,
"Friday, February 27, 2026",3-5pm,,11102 Briar Forest Dr,Unit F,Houston,TX,77042,
"Saturday, February 20, 2021",3-5pm,,4881 W Commerce St,,San Antonio,TX,,
"Saturday, February 21, 2026",12-2pm,,7121 W Us Hwy 90,Unit 170,San Antonio,TX,,
"Saturday, February 21, 2026",5-7pm,,8256 Marbach Rd,,San Antonio,TX,,
"Saturday, February 20, 2021",3-5p,,1862 S Ww White Rd,,San Antonio,TX,,
"Friday, February 27, 2026",3-5pm,,323 N New Braunfels Ave,104,San Antonio,TX,,
"Saturday, February 28, 2026",12-2pm,,11545 West Ave,,San Antonio,TX,,
"Saturday, February 28, 2026",5-7pm,,2180 Jackson Keller Rd,,San Antonio,TX,,
"Friday, March 6, 2026",3-5pm,,3227 Sw Military Dr,SUITE 116,San Antonio,TX,,
"Saturday, March 7, 2026",5-7pm,,1139 SE Military Dr,SUITE 108,San Antonio,TX,,
"Saturday, March 7, 2026",12-2pm,,6210 Pecan Valley Dr,,San Antonio,TX,,
"Friday, February 27, 2026",3 - 5pm,,11435 W Buckeye Rd,Unit A-103,Avondale,AZ,,
"Friday, February 27, 2026",3 - 5pm,,367 S Arizona Ave,1,Chandler,AZ,,
"Friday, February 27, 2026",3-5pm,,3348 W Van Buren St,B,Phoenix,AZ,,
"Saturday, February 28, 2026",12 - 2pm,,1320 W Elliot Rd,104,Tempe,AZ,,
"Saturday, February 28, 2026",12 - 2pm,,6442 W Glendale Ave,,Glendale,AZ,,
"Saturday, February 28, 2026",12-2pm,,8024 N 35th Ave,,Phoenix,AZ,,
"Friday, March 6, 2026",3 - 5pm,,1810 W Southern Ave,Unit 103,Phoenix,AZ,,
"Friday, March 6, 2026",3 - 5pm,,2753 E Broadway Rd,,Mesa,AZ,,
"Friday, March 6, 2026",3-5pm,,350 E Southern Ave,,Mesa,AZ,,
"Saturday, March 7, 2026",12 - 2pm,,3549 W Thomas Rd,Suite 101,Phoenix,AZ,,
"Saturday, March 7, 2026",5-7pm,,4264 W Thomas Rd,,Phoenix,AZ,,
"Saturday, March 7, 2026",12-2p,,5045 W Indian School Rd,105,Phoenix,AZ,,
"Friday, March 13, 2026",3 - 5pm,,318 E Brown Rd,108,Mesa,AZ,,
"Friday, March 13, 2026",3-5pm,,1940 W Indian School Rd,SUITE 7,Phoenix,AZ,,
"Friday, March 13, 2026",3-5pm,,323 N Gilbert Rd,SUITE 107,Mesa,AZ,,
"Saturday, March 14, 2026",11am-1pm,,1635 E Baseline Rd,109,Phoenix,AZ,,
"Saturday, March 14, 2026",12 - 2pm,,2700 W Baseline Rd,Ste 132,Tempe,AZ,,
"Saturday, March 14, 2026",4-6pm,,610 E Baseline Rd,Ste C1,Phoenix,AZ,,
"Friday, March 20, 2026",3 - 5pm,,2816 N 16th St,Suite C,Phoenix,AZ,,
